Name / ID	Portrait	Emotion	Action	Line1	Line2	Line3	Color	Size	Speed	Index	Anim	Navigate	Branching Dialogue 1	Branching Dialogue 2	Bg Pointer
	db_ch_ginger	EM_DEFAULT		He has what they	"call ""Glass Eyes""."										
	db_ch_ginger	EM_DEFAULT		He can see things	other people	can't.									
	db_ch_ginger	EM_DEFAULT		It was to	compensate for..	other things.									
	db_ch_ginger	EM_SIDE_EYE		I'm glad he's in	there.. I don't want	to talk about									
	db_ch_ginger	EM_SIDE_EYE		this in front	of him.										
				"""I can hear you"	"by the way!"""										
	db_ch_ginger	EM_EMBARRASSED		Crap-											
				"""It's ok I don't"	care if you talk	"about it!"""									
	db_ch_ginger	EM_SULLEN		No, it's fine!											
				"""Do it!"""		"""I love you!"""									
	db_ch_ginger	EM_DEFAULT			..Sebellus only has	a few years left.									
	db_ch_ginger	EM_DEFAULT		He probably won't	live to be older	than ten.									
	db_ch_ginger	EM_SAD		He doesn't take	it very seriously.										
	db_ch_ginger	EM_SAD		..											
	db_ch_ginger	EM_SAD		..	..										
	db_ch_ginger	EM_SULLEN		..Changing the	subject..										
	db_ch_ginger	EM_HAPPY		If you had to pick	a flavor, which	is better?									
	db_ch_ginger	EM_HAPPY		Butterscotch	or Cinnamon?										
				Butterscotch	Cinnamon								&talk_177_alt_01		
	db_ch_ginger	EM_HAPPY		Alright..	Duly noted.										
	db_ch_ginger	EM_SIDE_EYE		Anyways..	That's all I have	to say.									
	db_ch_ginger	EM_SAD		I need some	time to, uh..										
	db_ch_ginger	EM_SAD		Think about	some things.		COLOR_PURPLE								
															
talk_184															
				It's you!											
				In a sense.											
															
dog_and_pony															
				*iconic	theme song*										scene_tv_02
				SUP DUDES!	Welcome to the	DOG & PONY SHOW!	COLOR_BLUE								scene_tv_03
				Elliott.. That's	not what we're	calling it, right?	COLOR_RED								scene_tv_03
				We've got a ton of	stuff planned for	you all today..	COLOR_BLUE								scene_tv_03
				I'm not a dog, and	I know you know	"""dog"" has a"	COLOR_RED								scene_tv_03
				..slightly	pejorative	connotation.	COLOR_RED								scene_tv_03
				See, I've got	this super cool	cannon here-	COLOR_BLUE								scene_tv_05
				I get the joke.	It's cute. I'm	just thinking..	COLOR_RED								scene_tv_05
				AND WE'RE GONNA	LAUNCH TODD OUT	OF IT	COLOR_BLUE								scene_tv_05
			ACT_MUSIC_WIND	WE HAVE DETECTED	AN UNAUTHORIZED	TRANSMISSION									scene_tv_01
				PLEASE STAY TUNED,	PROGRAMMING WILL	RETURN SHORTLY									scene_tv_01
															
sleep_01															
				Are you ready to	get some sleep?										
				Oh yeah	No								&sleep_01_alt_01		
		EM_SKIP	ACT_PROGRESS							CH_CUTSCENE_06					
															
sleep_01_alt_01															
				Very well.											
															
wakeup_01															
		EM_SKIP	ACT_SHAKE_ON												
			ACT_SFX_KNOCK	"""HEY!! WAKE UP!!"	SOMETHING'S COMING,	"WE GOTTA GO!!"""									
		EM_SKIP	ACT_TELEPORT							CHAR_JEREMY		{3, 5}			
															
have_to_go															
	db_ch_ginger	EM_WEEP		W-We h-have to	g-go!! I knew it	felt wrong!!									
	db_ch_ginger	EM_SCARED		B-Bloodflood, t-the	dragon!!	He's coming!!									
	db_ch_sebellus	EM_DEFAULT		I found a	key to the shed out	back.									
	db_ch_sebellus	EM_DEFAULT		We should be	safe in there.										
	db_ch_ginger	EM_WEEP		I-It's all m-my	fault, I-I..		COLOR_PURPLE								
	db_ch_sebellus	EM_DEFAULT		See, I would've	thought it was the	dragon's fault.									
	db_ch_ginger	EM_CONFUSED		SEBELLUS!											
	db_ch_sebellus	EM_SIDE_EYE		Okay, okay,	whatever.										
															
have_to_go_2															
	db_ch_ginger	EM_DEFAULT		..This isn't a shed,	is it?										
															
have_to_go_3															
	db_ch_ginger	EM_DISAPPOINTED	ACT_SHAKE_OFF	Ugh.. It stinks	down here.										
	db_ch_sebellus	EM_SIDE_EYE		It's always	something with you,	isn't it.									
	db_ch_ginger	EM_ANGRY		Sebellus, you're	not being funny.										
	db_ch_sebellus	EM_SIDE_EYE		Hey, if we weren't	running for our life	you would'a laughed.									
															
have_to_go_4															
		ACT_SFX_EXPLOSION													
	db_ch_ginger	EM_WAT	ACT_SHAKE_ON	!!											
	db_ch_ginger	EM_SCARED	ACT_SHAKE_OFF	T-That was the	shed, wasn't it?										
	db_ch_sebellus	EM_DEFAULT		Most likely yes.											
	db_ch_ginger	EM_SAD		W-We're.. Stuck	down here,	aren't we?									
	db_ch_sebellus	EM_SIDE_EYE		Not unless the	human finds a way	to get us out.									
	db_ch_sebellus	EM_DEFAULT		Isn't that right,	human?										
															
bm_fridge															
				You found:	WATER BOTTLE										
		EM_SKIP	ACT_ITEM							OBJ_WATER_BOTTLE					
															
chat_197															
				You found:	SLICE OF PIE										
				Huh.	Wonder how that	got there.				OBJ_PIE	&elem_pie_take				
		EM_SKIP	ACT_ITEM							OBJ_PIE					
															
visker_final															
	db_ch_visker	EM_DEFAULT	ACT_MUSIC_VISKER	HUMAN!	You're alive?!										
	db_ch_ginger	EM_DEFAULT	ACT_WALK	Y-You two know	each other?					CHAR_VISKER		{8,7}			
	db_ch_visker	EM_SULLEN		It seems human	fared better than	previous home owner.									
	db_ch_ginger	EM_WAT		W-What happened to	the people inside	the house?									
	db_ch_visker	EM_SIDE_EYE		House humans	tasted.. Not so	good.									
	db_ch_ginger	EM_SCARED		..You..	*ate* them?										
	db_ch_visker	EM_ANGRY		Visker not kill	humans.										
	db_ch_visker	EM_SIDE_EYE		..Visker did eat	humans.										
	db_ch_visker	EM_DEFAULT		Visker not know	who killed humans.										
	db_ch_sebellus	EM_DEFAULT		Why don't you	just let us	through, pal.									
	db_ch_visker	EM_ANGRY		Visker want to	eat THAT human.	But..									
	db_ch_visker	EM_DEFAULT		Visker is patient	and will wait for	human to die.									
	db_ch_sebellus	EM_DEFAULT	ACT_WALK	Thank you.						CHAR_VISKER		{17,7}			
		EM_SKIP	ACT_MUSIC_WIND												
															
visker_final_alt_01															
	db_ch_visker	EM_ANGRY	ACT_MUSIC_VISKER	HUMAN!	Human forgot	TURKEY!									
	db_ch_ginger	EM_SIDE_EYE	ACT_WALK	You know this guy??						CHAR_VISKER		{8,7}			
	db_ch_visker	EM_DEFAULT		Turkey was	SPECIFICALLY	requested!									
	db_ch_ginger	EM_SIDE_EYE		What is he	talking about??										
	db_ch_visker	EM_ANGRY		SILENCE, GREEN	THING! Visker	will FIGHT NOW!									
	db_ch_sebellus	EM_DEFAULT		Great.	Let's go.										
	db_ch_visker	EM_SIDE_EYE		Uhhh.. Visker.. was	not aware of scary	mueto with sword.									
	db_ch_visker	EM_SIDE_EYE		..Visker realizes	that three-on-one	fight is not wise.									
	db_ch_visker	EM_SAD		Visker will INSTEAD	steal everything and	run away.									
	db_ch_ginger	EM_WAT	ACT_WALK	HEY!						CHAR_VISKER		{17,7}			
	db_ch_ginger	EM_ANGRY		Jerk..											
		EM_SKIP	ACT_MUSIC_WIND												
															
chat_mcwebb															
	db_ch_mcwebb	EM_DEFAULT		Well, howdy.	I don't figure that	was Y'ALL's dragon?									
	db_ch_ginger	EM_DEFAULT		Uh.. Well.. No-											
	db_ch_mcwebb	EM_LAUGH		Haha, no worries.	I know who you	both are.									
	db_ch_mcwebb	EM_DEFAULT		I don't have long	in this world left.	I don't mind.									
	db_ch_mcwebb	EM_DEFAULT		Typically I sell	ferry rides over	the channel, but..									
	db_ch_mcwebb	EM_SIDE_EYE	ACT_MUSIC_FADEOUT	I'm not keen to	being killed by	a dragon, you see.									
	db_ch_mcwebb	EM_DEFAULT		Well, go ahead.	On you git.					CHAR_MCWEBB	&mcwebb_dont				
			ACT_PROGRESS							CUTSCENE_CHANNEL					
															
convo_obj_ticket															
				You've got the	golden ticket!										
															
convo_obj_flint															
				A nice rock.	Intentionally cut.	Looks like glass.									
															
convo_obj_steel															
				A steel tool that	resembles the	"letter ""C""."									
				It could only be	used for one thing.										
															
convo_obj_sticks															
				Very nice sticks.	Quite flamable.										
															
convo_obj_stones															
				Stones rock.											
															
convo_obj_pie															
				A delicious slice	of Cinnamon-	Butterscotch pie.									
				Tastes great.											
				HP INCREASED	BY 5										
		EM_SKIP	ACT_HP							5					
															
convo_obj_water_bottle															
				Nice, fresh	water hits the	spot.									
				HP INCREASED	BY 5										
		EM_SKIP	ACT_HP							5					
															
chat_mcwebb_02															
	db_ch_mcwebb	EM_DEFAULT		It's quite tranquil	out here tonight.										
	db_ch_mcwebb	EM_DEFAULT		Not usually this	peaceful on the	water.									
	db_ch_mcwebb	EM_DEFAULT		I'd be fine if this	was how I went.										
				Because of them?	Morbid.								&chat_mcwebb_02_alt_01		
	db_ch_mcwebb	EM_DEFAULT		Sort of.	Not because they're	royalty, though.									
	db_ch_mcwebb	EM_DEFAULT		Three people and	a human? That's	heavy right there.									
	db_ch_mcwebb	EM_DEFAULT		But you do make	a fair point.										
	db_ch_mcwebb	EM_DEFAULT		If the dragon is	out, the queen is	not far behind.									
	db_ch_mcwebb	EM_DEFAULT		I advise you,	human.										
	db_ch_mcwebb	EM_DEFAULT		Keep both your	eyes open when	you two meet.									
	db_ch_mcwebb	EM_DEFAULT		Because you	surely will meet.										
	db_ch_mcwebb	EM_DEFAULT		I plan to be back	on safe shores	when that happens.									
	db_ch_mcwebb	EM_DEFAULT	ACT_MUSIC_FADEOUT	Y'all never did	business with me,	understood?									
			ACT_PROGRESS							BLACK_TO_BEACH					
															
chat_mcwebb_02_alt_01															
	db_ch_mcwebb	EM_DEFAULT		Oh, I don't mean	in that sense,	human.									
	db_ch_mcwebb	EM_DEFAULT		I'm likely going	to retire soon.										
	db_ch_mcwebb	EM_DEFAULT		But it's true.	Death may not be	far from me.									
	db_ch_mcwebb	EM_DEFAULT		Human.											
	db_ch_mcwebb	EM_DEFAULT		I'm sure the prince	can back me up	on this.									
	db_ch_mcwebb	EM_DEFAULT		You made a	mistake associating	with these two.									
	db_ch_sebellus	EM_DEFAULT		Pardon?											
	db_ch_mcwebb	EM_DEFAULT		I'm sure the human	is going to meet	your mother soon.									
	db_ch_sebellus	EM_SIDE_EYE		Oh.	Right.										
	db_ch_mcwebb	EM_DEFAULT		I've heard our	princess has a heart	of gold.									
	db_ch_mcwebb	EM_DEFAULT		It's probably best	that she get some	sleep before..									
	db_ch_mcwebb	EM_DEFAULT		Well.. I don't want	to spoil the fun,	now do I.									
	db_ch_mcwebb	EM_DEFAULT		I plan to be back	on safe shores	when y'all meet.									
	db_ch_mcwebb	EM_DEFAULT	ACT_MUSIC_FADEOUT	Y'all never did	business with me,	understood?									
			ACT_PROGRESS							BLACK_TO_BEACH					
															
beach_sign															
				FLAYITHRO	VILLAGE:	ROAD AHEAD									
															
naomi_fortune_01															
	db_ch_naomi	EM_DEFAULT		Hyelo there,	have we met	before?									
	db_ch_sebellus	EM_SIDE_EYE		The fairy girl..	I've heard of you.										
	db_ch_sebellus	EM_DEFAULT		You're not going	to cause us any	trouble, are you?									
	db_ch_naomi	EM_HAPPY		No, hehe.	I'm running an	HONEST business.									
	db_ch_naomi	EM_DEFAULT		How about a	fortune read?										
				Yes.	No.								&naomi_fortune_01_alt_01		
	db_ch_naomi	EM_DEFAULT		I'm looking..	I'm looking..	..yes!									
	db_ch_naomi	EM_HAPPY		I see..	Poverty.	Lots of poverty.									
	db_ch_ginger	EM_WAT		..H-HEY!!	My stuff is	missing!				CHAR_NAOMI_FORTUNE	&naomi_disappear				
	db_ch_sebellus	EM_DEFAULT		That dirty little-	..	If I see her again..									
															
naomi_fortune_01_alt_01															
	db_ch_naomi	EM_HAPPY		Oh.. C'mon,	that's no fun.										
	db_ch_ginger	EM_WAT		..H-HEY!!	My stuff is	missing!				CHAR_NAOMI_FORTUNE	&naomi_disappear				
	db_ch_sebellus	EM_DEFAULT		That dirty little-	..	If I see her again..									
															
chat_mcwebb_03															
	db_ch_mcwebb	EM_DEFAULT		So..	Do I know you?	*wink*									
															
fall_down															
				Ow.						CHAR_JEREMY	&jeremy_lay_down				
															
ghost_01															
		EM_SKIP	ACT_VARIABLE						1	GHOST_TALK					
	db_ch_ginger	EM_WAT		H-Hey you guys..	Stay calm..	Don't move..									
	db_ch_sebellus	EM_SIDE_EYE		It's just a ghost.	The human's probably	seen lots of those.									
	db_ch_sebellus	EM_DEFAULT		It's a good thing I	know how to speak	ghost.									
	db_ch_ghost	EM_DEFAULT		ooooo ooo oooo	oo oooooo	oooo oooo oooo oo									
	db_ch_sebellus	EM_DEFAULT		ooo? Ooo ooo	ooo oo oo oooo	oooooooo									
	db_ch_ginger	EM_ANGRY		Sebellus!!	Cut it out!										
	db_ch_sebellus	EM_SIDE_EYE		He said he won't	haunt us if	we solve a riddle.									
	db_ch_sebellus	EM_DEFAULT		Alright, here's the	question:	Which do you prefer?									
				oo oooo ooooo o	oo oo o o o oooo	ooooooo oooooo							&ghost_01_alt_01	&ghost_01_alt_02	
	db_ch_ghost	EM_DEFAULT		ooo ooooo ooo											
	db_ch_sebellus	EM_HAPPY		Great job, human!	He said it was	correct!				CHAR_GHOST	&ghost_disappear				
	db_ch_sebellus	EM_SIDE_EYE		See, nothing to	worry about.										
	db_ch_ginger	EM_SIDE_EYE		..You can't blame	me for being	worried..									
	db_ch_ginger	EM_DEFAULT		I don't want you	talking to spirits,	Sebellus.									
	db_ch_sebellus	EM_SIDE_EYE		I can't believe	you're letting him	haunt you, hehe.									
															
ghost_01_alt_01															
	db_ch_ghost	EM_DEFAULT		ooo ooooo ooo											
	db_ch_sebellus	EM_HAPPY		Great job, human!	He said it was	correct!				CHAR_GHOST	&ghost_disappear				
	db_ch_sebellus	EM_SIDE_EYE		See, nothing to	worry about.										
	db_ch_ginger	EM_SIDE_EYE		..You can't blame	me for being	worried..									
	db_ch_ginger	EM_DEFAULT		I don't want you	talking to spirits,	Sebellus.									
	db_ch_sebellus	EM_SIDE_EYE		Hey, he's not	haunting me	anymore.									
	db_ch_sebellus			No reason to let him	haunt you, like,	conceptually.									
															
ghost_01_alt_02															
	db_ch_ghost	EM_DEFAULT		ooo ooooo ooo											
	db_ch_sebellus	EM_HAPPY		Great job, human!	He said it was	correct!				CHAR_GHOST	&ghost_disappear				
	db_ch_sebellus	EM_SIDE_EYE		See, nothing to	worry about.										
	db_ch_ginger	EM_SIDE_EYE		..You can't blame	me for being	worried..									
	db_ch_ginger	EM_DEFAULT		I don't want you	talking to spirits,	Sebellus.									
	db_ch_sebellus	EM_SIDE_EYE		Hey, he's not	haunting the human	and I, right?									
	db_ch_sebellus			No reason to let a	ghost haunt you,	like, conceptually.									
															
flayithro_sign															
				WELCOME TO	FLAYITHRO										
				PLEASE RESPECT	FESTIVAL RULES	THANK YOU									
	db_ch_ginger	EM_DEFAULT		I don't know what	"""festival rules"" are"										
	db_ch_sebellus	EM_SIDE_EYE		Only one way	to find out.	By breaking them.									
	db_ch_ginger	EM_SIDE_EYE		I don't know if	I agree with that.										
															
pringle_01															
	db_ch_pringle			GREETINGS, friends!	Welcome to	Flayithro(TM)!									
	db_ch_pringle			Per village policy,	we have a STRICT	DRESS CODE at night.									
	db_ch_pringle			This is of course	NOT to disfavor poor	ugly filthy people,									
	db_ch_pringle			Who I'm sure have	at least a little	good taste,									
	db_ch_pringle			Seeing as they came	to FLAYITHRO(tm)	of course.									
	db_ch_pringle			If you have nothing	to wear, visit our	lovely boutique.									
	db_ch_pringle			(alsotakeashoweryou	threesmellterrible	thankyouverymuch).									
															
flayithro_sign_01															
				OUR GLORIOUS	FOUNDER										
															
kathy_01															
	db_ch_kathy	EM_DEFAULT		H-Hello there,	are you three	looking for clothes?									
	db_ch_kathy	EM_SIDE_EYE		W-Well, on a good	day this is the best	place in town..									
	db_ch_kathy	EM_DEFAULT		Unfortunately..	Well.. Are you three	adventurers?									
	db_ch_kathy	EM_DEFAULT		..		..									
	db_ch_kathy	EM_SIDE_EYE		..Just take a look	inside and you'll	see what I mean.									
															
boutique_01															
	db_ch_ginger	EM_WAT		..uh.											
	db_ch_sebellus	EM_SIDE_EYE		Here I was, afraid	that this town was	going to be boring.									
	db_ch_ginger	EM_DEFAULT		Is it.. breathing?		Ew..									
	db_ch_ginger	EM_SIDE_EYE		..Sebellus?	What do we do?										
	db_ch_sebellus	EM_DEFAULT		Hmm. Well, I wonder	if there's something	helpful in town.									
															
boutique_02															
	db_ch_kathy	EM_HAPPY		Oh.. Thank you,	I was afraid it	would never leave.				CHAR_KATHY		{2,4}			
	db_ch_ginger	EM_DEFAULT		..Where did it	come from?										
	db_ch_kathy	EM_DEFAULT		We had a customer	who bartered it for	some clothes.									
	db_ch_kathy	EM_SIDE_EYE		I really need to	stop doing that,	I'll get fired.									
	db_ch_sebellus	EM_SIDE_EYE		Since you're already	at risk for getting	fired..									
	db_ch_sebellus	EM_SIDE_EYE		You wouldn't mind if	the three of us	asked for a favor?									
	db_ch_sebellus	EM_DEFAULT		We're looking for	clothes and don't	have any money.									
	db_ch_kathy	EM_SIDE_EYE		Uh.. Sure, I suppose	I can make something	work.									
			ACT_ITEM	You found:	TAILORED SUIT	Very classy.				OBJ_CLOTHES					
															
dima_01															
	db_ch_dima	EM_DEFAULT		I just wanted lunch,	but the guy in there	is rediculous.									
	db_ch_dima	EM_DEFAULT		Go ahead.	See what I mean.										
															
dima_02															
				It doesn't seem like	he wants to talk.										
															
convo_obj_clothes															
				A custom-sized suit.		Feels expensive.									
															
hotel_01															
				The hotel robot	warmly welcomes you	to the village.									
	db_ch_ginger	EM_HAPPY		Aw, thank you!											
				The robot asks the	three if they would	like a room to stay.									
	db_ch_sebellus	EM_SIDE_EYE		Sebellus wonders why	the robot is talking	like that.									
	db_ch_ginger	EM_SIDE_EYE		..What?											
	db_ch_sebellus	EM_DEFAULT		Sebellus tells his	sister it's fine,	no need to worry.									
	db_ch_sebellus	EM_SIDE_EYE		You're kinda freakin	me out there,	Sebellus.									
	db_ch_sebellus	EM_SIDE_EYE		Sebellus knows,	since it's very easy	to freak Ginger out.									
				The robot says the	strangers must have	suits to check in,									
				Reminding them of	the town's mandatory	dress code.									
	db_ch_ginger	EM_SIDE_EYE		Let's, uh..	Figure that out and	then come back.									
															
hotel_02															
				The robot behind the	desk sees their	fancy new clothes,									
				and informs them	that their room is	Room #3.									
	db_ch_sebellus	EM_SIDE_EYE		Sebellus thanks him	but asks him to stop	talking like that.									
															
hotel_room_01															
				You hear slight	murmurs on the other	side of the door.									
															
hotel_room_02															
				It sounds like two	people are quietly	arguing in there.									
															
hotel_room_03															
				It's eerily quiet.	You can hear the hum	of the heater.									
															
ack_01															
	db_ch_ack	EM_DEFAULT		I ordered potato	soup. I don't know	what this is.									
	db_ch_ack	EM_DEFAULT		..Do you think	he knows what a	potato is?									
															
eggplant_01															
	db_ch_eggplant			EVERYONE IN TOWN	SAYS MY SOUP	SUCKS									
	db_ch_eggplant			AS AN ACT OF	GOODWILL I'M GIVING	IT AWAY FOR FREE									
	db_ch_eggplant			THIS TOWN HAS A	CLEAR AND PERVASIVE	BIAS AGAINST									
	db_ch_eggplant			SENSITIVE YOUNG MEN	LIKE ME										
			ACT_ITEM	YOU FOUND:	Soup	(Doesn't smell good)				OBJ_SOUP					
															
convo_obj_soup															
				This is too gross	to eat.										
															
eggplant_01_alt_01															
	db_ch_eggplant	EM_EXCITED		Not hungry?!	NOT HUNGRY?!										
	db_ch_eggplant	EM_DEFAULT		GET OUT!	NOW!										
															
eggplant_01_alt_02															
	db_ch_eggplant	EM_DEFAULT		..	..FINE! Have soup.	BUT DON'T COME BACK!									
			ACT_ITEM	You found:	SOUP	It smells.. weird.				OBJ_SOUP					
															
hotel_bed_01															
				This one's too soft.											
															
hotel_bed_02															
				This one's too hard.											
															
hotel_bed_03															
				This bed smells	kind of weird.										
															
hotel_bed_04															
				You haven't had a	full night's rest in	several days.							&hotel_bed_04_alt_01		
				Are you ready to	go to sleep?										
				yes for the love	nah I'm good										
		EM_SKIP	ACT_PROGRESS							FLAYITHRO_AWAKE					
															
hotel_bed_04_alt_01															
				Maybe in a bit.											
															
dock_ginger_01															
	db_ch_ginger	EM_DEFAULT		Hey.		Up so soon?									
	db_ch_ginger	EM_SIDE_EYE		Sebellus and I	figured you could	use the sleep.									
	db_ch_ginger	EM_DEFAULT		..											
	db_ch_ginger	EM_DEFAULT		Y'know.. I've been	thinking a little..										
	db_ch_ginger	EM_DEFAULT		Until I came to	the Old World..										
	db_ch_ginger	EM_DEFAULT		Why was I here?											
	db_ch_ginger	EM_DEFAULT		All those school	classes, my family,	my friends..									
	db_ch_ginger	EM_DEFAULT		Just to become a	talking cat in a	foreign country.									
	db_ch_ginger	EM_DEFAULT		And it wasn't a big	thing either.	I had a dream.									
	db_ch_ginger	EM_DEFAULT		Something asked me	if I wanted a new	life. I said yes.									
	db_ch_ginger	EM_DEFAULT		I don't know why I	said yes. Maybe I	was sad. Or tired.									
	db_ch_ginger	EM_DEFAULT		He looked like	an angel.										
	db_ch_ginger	EM_DEFAULT		I don't think he	was an angel.										
	db_ch_ginger	EM_DEFAULT		But that one.. tiny	little question?	Changed my life.									
	db_ch_ginger	EM_DEFAULT		Even if I ever get	to go home.. I'll	never be the same.									
	db_ch_ginger	EM_DEFAULT		Sometimes, life, it	changes slowly over	a lot of time, yeah?									
	db_ch_ginger	EM_DEFAULT		Sometimes you do	one thing and your	life is over.									
	db_ch_ginger	EM_DEFAULT		You gotta be careful	I guess.	Always alert.									
	db_ch_ginger	EM_DEFAULT		Or it'll.. well..	It'll eat you alive.										
	db_ch_ginger	EM_DEFAULT		It's pretty tonight.	I want to sit here	a while.									
	db_ch_ginger	EM_DEFAULT		I could never live	here. Too close to	the castle.									
	db_ch_ginger	EM_DEFAULT		But I could live	somewhere just like	here, y'know?									
															
dock_sebellus_01															
	db_ch_sebellus	EM_DEFAULT		The water is very	nice this late at	night, yes?									
	db_ch_sebellus	EM_SIDE_EYE		You wanna hear	something spooky,	human?									
	db_ch_sebellus	EM_DEFAULT		I'm sure Ginger told	"you about my ""Glass"	"Eyes"", right?"									
	db_ch_sebellus	EM_DEFAULT		I bet you didn't	know that I can see	how people will die.									
	db_ch_sebellus	EM_LAUGH		Unfortunately, I'm	not good at knowing	when a joke is dead.									
	db_ch_sebellus	EM_SIDE_EYE		But it's true. I	know how I'll die,	so until then?									
	db_ch_sebellus	EM_DEFAULT		I'm invincible.		It's awesome.				CHAR_SEBELLUS	&sebellus_fancy_stand_thumb				
	db_ch_sebellus	EM_DEFAULT		Ginger worries cos	my life expectancy	is very short,									
	db_ch_sebellus	EM_HAPPY		But I have plenty	of life left in me,	so I'm fine.									
	db_ch_sebellus	EM_SIDE_EYE		Tell me, human. Have	you ever wondered	how you'll go?				CHAR_SEBELLUS	&sebellus_fancy_stand				
				Yes	No	Give me a hint							&dock_sebellus_01_alt_01	&dock_sebellus_01_alt_02	
	db_ch_sebellus	EM_DEFAULT		Alright, then.											
	db_ch_sebellus	EM_HAPPY		Let me tell you a	story, first.										
	db_ch_sebellus	EM_DEFAULT		When Ginger came to	live with us, she	kept to herself.									
	db_ch_sebellus	EM_LAUGH		She'll never admit	this, but I annoyed	the dog out of her.									
	db_ch_sebellus	EM_DEFAULT		I don't think she	warmed up to me	until she learned									
	db_ch_sebellus	EM_DEFAULT		that I play guitar.		It's true!									
	db_ch_sebellus	EM_DEFAULT		The castle has a	music room.	We'd play together.									
	db_ch_sebellus	EM_DEFAULT		She loves music and	she's shy, but she's	gifted at piano.									
	db_ch_sebellus	EM_LAUGH		I'm shocked she's	traveled so far with	no headphones.									
	db_ch_sebellus	EM_DEFAULT		She's task-oriented.	Finding someone to	take care of helps.									
	db_ch_sebellus	EM_DEFAULT		She wouldn't have	gotten this far	without you.									
	db_ch_sebellus	EM_DEFAULT		Let me give you	some friendly	advice, human.									
	db_ch_sebellus	EM_DEFAULT	ACT_MUSIC_FADEOUT	..											
	db_ch_sebellus	EM_DEFAULT		The path you're	walking on?										
	db_ch_sebellus	EM_DEFAULT		You had better	walk it carefully.		COLOR_RED		SP_SLOW						
	db_ch_sebellus	EM_DEFAULT		Am I clear?					SP_SLOW						
	db_ch_sebellus	EM_DEFAULT	ACT_MUSIC_SORRY	That's all I have	to say. Rest up	for tomorrow.									
															
dock_sebellus_01_alt_01															
	db_ch_sebellus	EM_DEFAULT		Wise man.	I respect that.										
	db_ch_sebellus	EM_SIDE_EYE		You take care of	yourself, man.	Long road ahead.									
	db_ch_sebellus	EM_DEFAULT		We need all the rest	we can get.										
															
dock_sebellus_01_alt_02															
	db_ch_sebellus	EM_LAUGH		I like you.	You're funny.										
	db_ch_sebellus	EM_HAPPY		I wouldn't make any	funny remarks around	my mother.									
	db_ch_sebellus	EM_DEFAULT		That's my advice.		Take care, man.									
															
hotel_fridge															
				There's stuff in	here, but it might	cost money.									
															
vista_01															
		EM_SKIP								CHAR_JEREMY	&jeremy_fancy_invisible				
		EM_SKIP	ACT_SFX_EXPLOSION							CHAR_VISTA_LIFT	&vista_jeremy_lift				
		EM_SKIP	ACT_MUSIC_WIND_HEARTBEAT												
	db_ch_vista_02	EM_ANGRY		Oh, you..	Filthy glabber..				SP_SLOW						
	db_ch_vista_02	EM_ANGRY		You thought you	could escape. But my	dragons see all.			SP_DEFAULT						
	db_ch_vista_02	EM_ANGRY		They saw you with	my precious children	since yesterday.			SP_DEFAULT						
	db_ch_vista_02	EM_ANGRY		Speak now, or	I shall tear off	your wretched face.			SP_SLOW						
		EM_SKIP	ACT_TELEPORT							CHAR_GINGER		{30,22}			
		EM_SKIP	ACT_TELEPORT							CHAR_SEBELLUS		{30,22}			
		EM_SKIP	ACT_CUE_GINGER												
		EM_SKIP	ACT_CUE_SEBELLUS												
	db_ch_ginger	EM_WAT		M-MOM!! WAIT!!	HE DIDN'T- IT'S NOT-										
	db_ch_vista_02	EM_SULLEN		Dearest..	Stand behind me.										
	db_ch_ginger	EM_WEEP		We found him!! He	was in the garbage	chute by New Berlin!									
	db_ch_ginger	EM_WEEP		H-He was helping us	get back to town!!										
	db_ch_vista_02	EM_SULLEN		Is that so?											
				Yes.	Nope.								&vista_01_alt_01		
	db_ch_vista_02	EM_SAD		I hope you	understand how close	to death you were.				CHAR_VISTA_LIFT	&vista_jeremy_lift_02				
	db_ch_ginger	EM_DEFAULT		He's trying to get	to Canterbury so he	can go back home!									
	db_ch_vista_02	EM_SULLEN		What a coincidence.	That is where I was	headed as well.									
	db_ch_vista_02	EM_SULLEN		Why don't the four	of us take the	train, yes?									
	db_ch_sebellus	EM_DEFAULT		Alright, then!											
		EM_SKIP	ACT_PROGRESS							BLACK_TO_TRAIN					
															
vista_01_alt_01															
	db_ch_vista_02	EM_SULLEN		Very well.											
		EM_SKIP	ACT_HP							-100					
															
vista_bar															
	db_ch_vista_02	EM_EXCITED		Human.. Welcome.	Order anything you	want from the bar.									
	db_ch_vista_02	EM_SIDE_EYE		Please forgive me	for my behavior in	Flayithro.									
	db_ch_vista_02	EM_DISAPPOINTED		I couldn't know what	happened to my	children.									
	db_ch_vista_02	EM_SULLEN		And forgive me for	anything I might	say for a while.									
	db_ch_vista_02	EM_DISAPPOINTED		In my smaller form,	alcohol has more of	an effect on me.									
	db_ch_vista_02	EM_SULLEN		I ought not to be	speaking with you	right now.									
	db_ch_vista_02	EM_LAUGH		Oh.. Goodness,	It can't do any	harm.									
	db_ch_vista_02	EM_SIDE_EYE		I spoke with my	children earlier..	Oh dear..									
	db_ch_vista_02	EM_SIDE_EYE		They do not take the	war seriously..										
	db_ch_vista_02	EM_SIDE_EYE		I'm sure they shared	information humans	ought not know.									
	db_ch_vista_02	EM_DISAPPOINTED		I must admit.. I	often feel tired of	the war as well.									
	db_ch_vista_02	EM_SIDE_EYE		There is something I	do respect in you	humans.									
